,Time,News Reporter,News Headline,URL
79,Jan-27-22 10:29AM  , Investor's Business Daily,ARK Invest Stocks To Buy And Watch: 7 Stocks That Cathie Wood's ARK ETFs Own; Tesla Dives On Earnings,https://www.investors.com/research/ark-invest-stocks/?src=A00220
80,Jan-27-22 10:23AM  , Yahoo Finance Video,"Market check: Stocks rise in early trading, Tesla shares fall, Robinhood declines",https://finance.yahoo.com/video/market-check-stocks-rise-early-152308822.html
81,Jan-27-22 10:19AM  , Investor's Business Daily,Is Rivian Stock A Buy As Analyst Predicts 'Choppy' Road To Ramp-Up?,https://www.investors.com/news/rivian-stock-to-buy-rivian-ipo/?src=A00220
82,Jan-27-22 10:10AM  , Yahoo Finance Video,Tesla earnings: Analyst explains 3 things that were a bit cautious in the report,https://finance.yahoo.com/video/tesla-earnings-analyst-explains-3-151049761.html
83,Jan-27-22 10:10AM  , Bloomberg,Now Its Apples Turn to Try and Boost Tech Stocks After Rout,https://finance.yahoo.com/news/now-apple-turn-try-boost-151044477.html
84,Jan-27-22 09:55AM  , Investor's Business Daily,"Dow Jones Surges Amid Stock Market Volatility; Tesla Skids On Earnings, Apple Earnings Due",https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-fall-as-tesla-stock-drops-on-earnings-apple-earnings-on-deck/?src=A00220
85,Jan-27-22 09:54AM  , Barrons.com,Tesla Stock Is Down After Earnings. Watch These Other 10 Stocks.,https://www.barrons.com/articles/tesla-earnings-ev-stocks-51643295214?siteid=yhoof2
86,Jan-27-22 09:38AM  , GuruFocus.com,Regentatlantic Capital Llc Buys iShares Core U.S. ...,https://finance.yahoo.com/news/regentatlantic-capital-llc-buys-ishares-143809982.html
87,Jan-27-22 09:32AM  , Yahoo Finance Video,Tesla beats Q4 estimates but expects supply chain challenges,https://finance.yahoo.com/video/tesla-beats-q4-estimates-expects-143243870.html
88,Jan-27-22 09:08AM  , Reuters,US STOCKS-Tech stocks set to push Wall Street higher at open,https://finance.yahoo.com/news/us-stocks-tech-stocks-set-140835063.html
89,Jan-27-22 08:53AM  , American City Business Journals,"Model Y, battery cell production underway at Tesla's Austin-area factory",https://www.bizjournals.com/austin/news/2022/01/27/tesla-earnings-report-fourth-quarter.html?ana=yahoo
90,Jan-27-22 08:46AM  , Insider Monkey,Heres a Reason to Stay Optimistic in Elon Musks Tesla Inc. (TSLA),https://finance.yahoo.com/news/reason-stay-optimistic-elon-musk-134645613.html
91,Jan-27-22 08:27AM  , The Independent,Elon Musk delays Teslas Cybertruck for yet another year due to supply chain shortages,https://finance.yahoo.com/news/elon-musk-delays-tesla-cybertruck-132752707.html
92,Jan-27-22 08:22AM  , Investor's Business Daily,Dow Jones Futures Volatile After Fed Chief Powell Wipes Out Market Gains; Tesla Leads Earnings Movers,https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-fed-chief-powell-hawkish-comments-wipes-out-market-rally-tesla-headlines-earnings/?src=A00220
93,Jan-27-22 08:15AM  , Motley Fool,2 Undervalued EV Stocks You Can Buy and Hold for the Next Decade,https://www.fool.com/investing/2022/01/27/2-undervalued-ev-stocks-you-can-buy-and-hold-for-t/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article
94,Jan-27-22 08:14AM  , Reuters,UPDATE 1-Musk's bets on Tesla: human-like robots and self-driving cars,https://finance.yahoo.com/news/1-musks-bets-tesla-human-131450483.html
95,Jan-27-22 07:00AM  , Quartz,The crypto selloff wiped $7 billion off corporate balance sheets,https://qz.com/2118130/the-crypto-selloff-wiped-7-billion-off-corporate-balance-sheets/?utm_source=YPL
96,Jan-27-22 06:41AM  , Zacks,5 Top-Ranked Stocks Likely to Beat Earnings Estimates,https://finance.yahoo.com/news/5-top-ranked-stocks-likely-114111113.html
97,Jan-27-22 06:39AM  , The Independent,Elon Musk says Teslas Optimus robot could one day outsell its cars,https://finance.yahoo.com/news/elon-musk-says-tesla-optimus-113926987.html
98,Jan-27-22 06:34AM  , Barrons.com,The Feds Nimble Approach Signals a Wild Ride Ahead,https://www.barrons.com/articles/things-to-know-today-51643277376?siteid=yhoof2
99,Jan-27-22 06:30AM  , Motley Fool,Will Tesla's Dojo Supercomputer Disrupt AI in 2022?,https://www.fool.com/investing/2022/01/27/will-teslas-dojo-supercomputer-disrupt-ai-in-2022/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article
